DEPT,AT10,AT90,GR,HCAL,NPHI,NPOR,RHOZ,DTCO,DTSM,DTST,PR
89,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
89.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
90,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
90.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
91,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
91.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
92,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
92.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
93,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
93.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
94,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
94.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
95,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
95.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
96,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
96.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
97,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
97.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
98,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
98.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
99,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
99.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
100,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
100.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
101,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
101.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
102,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
102.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
103,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
103.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
104,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
104.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
105,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
105.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
106,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
106.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
107,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
107.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
108,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
108.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
109,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
109.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
110,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
110.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
111,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
111.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
112,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
112.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
113,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
113.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
114,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
114.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
115,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
115.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
116,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
116.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
117,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
117.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
118,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
118.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
119,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
119.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
120,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
120.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
121,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
121.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
122,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
122.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
123,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
123.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
124,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
124.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
125,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
125.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
126,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
126.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
127,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
127.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
128,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
128.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
129,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
129.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
130,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
130.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
131,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
131.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
132,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
132.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
133,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
133.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
134,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
134.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
135,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
135.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
136,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
136.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
137,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
137.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
138,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
138.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
139,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
139.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
140,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
140.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
141,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
141.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
142,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
142.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
143,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
143.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
144,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
144.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
145,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
145.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
146,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
146.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
147,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
147.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
148,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
148.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
149,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
149.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
150,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
150.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
151,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
151.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
152,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
152.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
153,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
153.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
154,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
154.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
155,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
155.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
156,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
156.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
157,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
157.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
158,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
158.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
159,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
159.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.936,-999.25,277.094,-999.25
160,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.921,-999.25,277.094,-999.25
160.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.874,-999.25,277.094,-999.25
161,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.885,-999.25,277.094,-999.25
161.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.932,-999.25,277.094,-999.25
162,1.552,1.805,48.58,4.302,0.562,0.559,1.978,55.982,-999.25,277.094,-999.25
162.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,56.011,-999.25,277.094,-999.25
163,1.552,1.805,48.58,4.302,0.562,0.559,1.978,56.025,-999.25,277.094,-999.25
163.5,1.552,1.805,48.58,4.302,0.562,0.559,1.978,56.071,-999.25,277.094,-999.25
164,1.552,1.805,48.58,4.302,0.562,0.559,1.978,56.055,-999.25,277.094,-999.25
164.5,1.552,1.805,49.105,4.302,0.562,0.559,1.978,56.079,-999.25,277.094,-999.25
165,1.552,1.805,47.056,4.302,0.562,0.559,1.978,56.184,-999.25,277.094,-999.25
165.5,1.552,1.805,46.722,4.302,0.562,0.559,1.978,56.144,-999.25,277.094,-999.25
166,1.552,1.805,46.754,4.302,0.562,0.559,1.978,56.084,-999.25,277.094,-999.25
166.5,1.552,1.805,47.841,4.302,0.562,0.559,1.978,56.069,-999.25,277.094,-999.25
167,1.552,1.805,49.255,4.302,0.562,0.559,1.978,56.066,-999.25,277.094,-999.25
167.5,1.552,1.805,49.084,4.302,0.562,0.559,1.978,56.096,-999.25,277.094,-999.25
168,1.552,1.805,49.362,4.302,0.562,0.559,1.978,56.163,-999.25,277.094,-999.25
168.5,1.552,1.805,46.349,4.302,0.562,0.559,1.978,56.174,-999.25,277.094,-999.25
169,1.552,1.805,46.158,4.302,0.562,0.559,1.978,56.218,-999.25,277.094,-999.25
169.5,1.552,1.805,47.133,4.302,0.562,0.559,1.978,56.195,-999.25,277.094,-999.25
170,1.552,1.805,48.949,4.302,0.562,0.559,1.978,56.212,-999.25,277.094,-999.25
170.5,1.552,1.805,46.212,4.302,0.562,0.559,1.978,56.207,-999.25,277.094,-999.25
171,1.552,1.805,43.684,4.302,0.562,0.559,1.978,56.198,-999.25,277.094,-999.25
171.5,1.552,1.805,40.555,4.302,0.562,0.559,1.978,56.136,-999.25,277.094,-999.25
172,1.552,1.805,42.281,4.302,0.562,0.559,1.978,56.114,-999.25,277.094,-999.25
172.5,1.552,1.805,41.612,4.302,0.562,0.559,1.978,56.056,-999.25,277.094,-999.25
173,1.552,1.805,44.83,4.302,0.562,0.559,1.978,56.057,-999.25,277.094,-999.25
173.5,1.552,1.805,48.739,4.302,0.562,0.559,1.978,56.069,-999.25,277.094,-999.25
174,1.552,1.805,50.899,4.302,0.562,0.559,1.978,56.085,-999.25,277.094,-999.25
174.5,1.552,1.805,51.359,4.302,0.562,0.559,1.978,56.233,-999.25,277.094,-999.25
175,1.552,1.805,48.503,4.302,0.562,0.559,1.978,56.185,-999.25,277.456,-999.25
175.5,1.552,1.805,44.085,4.302,0.562,0.559,1.978,57.197,-999.25,276.628,-999.25
176,1.552,1.805,40.774,4.302,0.562,0.559,1.978,57.826,-999.25,276.073,-999.25
176.5,1.552,1.805,39.797,4.302,0.562,0.559,1.978,57.693,-999.25,274.994,-999.25
177,1.552,1.805,40.326,4.302,0.562,0.559,1.978,58.343,-999.25,275.222,-999.25
177.5,1.552,1.805,39.725,4.302,0.562,0.559,1.978,58.283,-999.25,274.962,-999.25
178,1.552,1.805,36.294,4.302,0.562,0.559,1.978,58.296,-999.25,275.09,-999.25
178.5,1.552,1.805,36.09,4.302,0.562,0.559,1.978,58.212,-999.25,275.118,-999.25
179,1.552,1.805,38.507,4.302,0.562,0.559,1.978,57.91,-999.25,274.989,-999.25
179.5,1.552,1.805,40.582,4.302,0.562,0.559,1.978,57.63,-999.25,275.196,-999.25
180,1.552,1.805,42.258,4.302,0.562,0.559,1.978,57.539,-999.25,275.841,-999.25
180.5,1.552,1.805,39.981,4.302,0.562,0.559,1.978,56.823,-999.25,276.221,-999.25
181,1.552,1.805,41.044,4.302,0.562,0.559,1.978,57.153,-999.25,276.592,-999.25
181.5,1.552,1.805,41.044,4.302,0.562,0.559,1.978,55.979,-999.25,277.058,-999.25
182,1.552,1.805,42.082,4.303,0.562,0.559,1.978,56.11,-999.25,277.684,-999.25
182.5,1.552,1.805,42.145,4.298,0.587,0.559,1.978,56.011,-999.25,276.082,-999.25
183,1.552,1.805,42.286,4.309,0.647,0.559,1.978,56.03,-999.25,276.851,-999.25
183.5,1.552,1.805,41.8,4.311,0.668,0.559,1.978,56.079,-999.25,277.423,-999.25
184,1.552,1.805,42.172,4.302,0.609,0.559,1.978,56.061,-999.25,275.949,-999.25
184.5,1.552,1.805,40.463,4.311,0.582,0.559,1.978,56.055,-999.25,277.094,-999.25
185,1.552,1.805,40.693,4.305,0.556,0.559,1.978,56.034,-999.25,277.104,-999.25
185.5,1.552,1.805,39.31,4.311,0.582,0.559,1.978,56.038,-999.25,276.805,-999.25
186,1.552,1.805,40.187,4.303,0.583,0.559,1.978,56.038,-999.25,277.202,-999.25
186.5,1.552,1.805,39.06,4.302,0.607,0.559,1.978,56.037,-999.25,276.872,-999.25
187,1.552,1.805,39.636,4.298,0.609,0.559,1.978,56.052,-999.25,276.89,-999.25
187.5,1.552,1.805,38.83,4.309,0.606,0.559,1.978,56.068,-999.25,277.22,-999.25
188,1.552,1.805,37.909,4.308,0.606,0.559,1.978,56.06,-999.25,277.218,-999.25
188.5,1.552,1.805,37.423,4.302,0.585,0.559,1.978,56.085,-999.25,276.92,-999.25
189,1.552,1.805,37.215,4.3,0.569,0.559,1.978,56.098,-999.25,276.951,-999.25
189.5,1.552,1.805,40.646,4.294,0.58,0.559,1.978,56.096,-999.25,277,-999.25
190,1.552,1.805,38.804,4.311,0.596,0.559,1.969,56.098,-999.25,277,-999.25
190.5,1.552,1.805,41.11,4.311,0.576,0.559,1.952,56.066,-999.25,277.056,-999.25
191,1.552,1.805,38.833,4.304,0.543,0.559,1.934,56.089,-999.25,277.069,-999.25
191.5,1.552,1.805,37.797,4.296,0.541,0.559,1.92,56.063,-999.25,277.144,-999.25
192,1.552,1.805,35.302,4.296,0.58,0.559,1.912,56.066,-999.25,277.181,-999.25
192.5,1.552,1.805,32.631,4.296,0.575,0.559,1.912,56.077,-999.25,277.189,-999.25
193,1.552,1.805,33.572,4.304,0.552,0.559,1.926,56.08,-999.25,277.218,-999.25
193.5,1.552,1.805,33.531,4.304,0.549,0.559,1.949,56.073,-999.25,277.24,-999.25
194,1.552,1.805,39.4,4.311,0.54,0.559,1.963,56.093,-999.25,277.252,-999.25
194.5,1.552,1.805,41.796,4.3,0.559,0.559,1.964,56.064,-999.25,277.234,-999.25
195,1.552,1.805,41.796,4.3,0.535,0.559,1.962,56.063,-999.25,277.198,-999.25
195.5,1.552,1.805,39.29,4.289,0.56,0.559,1.973,56.08,-999.25,277.232,-999.25
196,1.552,1.805,38.484,4.311,0.586,0.559,1.976,56.043,-999.25,277.222,-999.25
196.5,1.552,1.805,39.717,4.289,0.628,0.559,1.979,56.019,-999.25,277.221,-999.25
197,1.552,1.805,39.117,4.296,0.621,0.559,1.968,55.995,-999.25,277.214,-999.25
197.5,1.552,1.805,38.795,4.304,0.609,0.559,1.991,56,-999.25,277.219,-999.25
198,1.552,1.805,37.907,4.3,0.592,0.559,2.013,56,-999.25,277.246,-999.25
198.5,1.552,1.805,38.561,4.311,0.589,0.559,2.038,56.014,-999.25,277.552,-999.25
199,1.552,1.805,38.504,4.3,0.569,0.559,2.04,56.031,-999.25,277.244,-999.25
199.5,1.552,1.805,39.825,4.296,0.57,0.559,2.018,56.053,-999.25,277.307,-999.25
200,1.552,1.805,38.158,4.296,0.583,0.559,1.998,56.047,-999.25,277.607,-999.25
200.5,1.552,1.805,39.342,4.3,0.625,0.559,2.003,56.059,-999.25,277.314,-999.25
201,1.552,1.805,36.638,4.3,0.627,0.559,2.037,56.061,-999.25,277.359,-999.25
201.5,1.552,1.805,37.421,4.3,0.595,0.559,2.056,56.091,-999.25,277.328,-999.25
202,1.552,1.805,36.986,4.296,0.587,0.505,2.05,56.002,-999.25,277.34,-999.25
202.5,1.552,1.805,39.152,4.296,0.583,0.552,2.028,56.198,-999.25,277.311,-999.25
203,1.552,1.805,39.927,4.304,0.597,0.538,2.017,56.143,-999.25,277.241,-999.25
203.5,1.552,1.805,40.158,4.296,0.565,0.602,1.992,56.095,-999.25,277.22,-999.25
204,1.552,1.805,42.344,4.304,0.57,0.522,1.969,56.099,-999.25,277.229,-999.25
204.5,1.552,1.805,42.994,4.311,0.563,0.533,1.95,56.106,-999.25,277.22,-999.25
205,1.552,1.805,48.184,4.296,0.557,0.564,1.953,56.106,-999.25,277.185,-999.25
205.5,1.552,1.805,51.522,4.3,0.578,0.625,1.945,56.106,-999.25,277.151,-999.25
206,1.552,1.805,64.302,4.3,0.679,0.653,1.918,56.129,-999.25,277.138,-999.25
206.5,1.552,1.805,71.86,4.3,0.837,0.97,1.87,56.144,-999.25,277.109,-999.25
207,1.552,1.805,78.466,4.3,0.853,1.465,1.845,56.136,-999.25,277.103,-999.25
207.5,1.552,1.805,73.007,4.3,0.779,1.291,1.864,56.136,-999.25,277.077,-999.25
208,1.552,1.805,68.445,4.304,0.631,0.762,1.915,56.146,-999.25,277.088,-999.25
208.5,1.552,1.805,63.794,4.3,0.59,0.547,1.951,56.134,-999.25,277.456,-999.25
209,1.552,1.805,60.81,4.311,0.608,0.555,1.961,56.148,-999.25,277.11,-999.25
209.5,1.552,1.805,58.504,4.304,0.617,0.59,1.955,56.158,-999.25,277.112,-999.25
210,1.552,1.805,55.282,4.304,0.625,0.596,1.952,56.184,-999.25,277.12,-999.25
210.5,1.552,1.805,51.043,4.311,0.634,0.588,1.946,56.187,-999.25,277.131,-999.25
211,1.552,1.805,46.415,4.311,0.672,0.576,1.937,56.193,-999.25,277.186,-999.25
211.5,1.552,1.805,45.136,4.304,0.672,0.82,1.929,56.183,-999.25,277.557,-999.25
212,1.552,1.805,48.725,4.296,0.631,0.788,1.927,56.175,-999.25,277.329,-999.25
212.5,1.552,1.805,53.086,4.296,0.61,0.651,1.925,56.241,-999.25,277.363,-999.25
213,1.552,1.805,56.242,4.304,0.661,0.62,1.925,56.31,-999.25,277.556,-999.25
213.5,1.552,1.805,57,4.311,0.682,0.71,1.918,56.963,-999.25,276.866,-999.25
214,1.552,1.805,53.346,4.296,0.693,0.756,1.903,57.843,-999.25,275.791,-999.25
214.5,1.552,1.805,49.398,4.304,0.637,0.77,1.888,57.923,-999.25,275.302,-999.25
215,1.552,1.805,48.247,4.304,0.634,0.65,1.913,58.212,-999.25,275.685,-999.25
215.5,1.552,1.805,47.239,4.3,0.631,0.707,1.983,58.236,-999.25,275.484,-999.25
216,1.552,1.805,46.189,4.3,0.674,0.684,2.064,57.909,-999.25,275.29,-999.25
216.5,1.552,1.805,42.679,4.296,0.705,0.769,2.071,57.999,-999.25,275.314,-999.25
217,1.552,1.805,43.773,4.304,0.717,0.865,1.998,57.737,-999.25,275.478,-999.25
217.5,1.552,1.805,46.205,4.304,0.757,0.805,1.922,57.511,-999.25,275.695,-999.25
218,1.552,1.805,49.487,4.311,0.728,0.965,1.906,57.386,-999.25,276.255,-999.25
218.5,1.552,1.805,53.169,4.296,0.75,0.779,1.956,56.365,-999.25,276.637,-999.25
219,1.552,1.805,55.622,4.3,0.644,0.849,1.995,56.915,-999.25,276.193,-999.25
219.5,1.552,1.805,59.071,4.311,0.642,0.774,1.996,56.461,-999.25,277.268,-999.25
220,1.552,1.805,61.603,4.3,0.591,0.7,1.965,56.132,-999.25,277.229,-999.25
220.5,1.552,1.805,63.678,4.311,0.636,0.53,1.937,56.301,-999.25,275.2,-999.25
221,1.552,1.805,61.757,4.311,0.648,0.591,1.926,56.276,-999.25,276.877,-999.25
221.5,1.552,1.805,58,4.304,0.693,0.758,1.922,56.254,-999.25,277.604,-999.25
222,1.552,1.805,54.278,4.3,0.729,0.812,1.918,56.328,-999.25,277.576,-999.25
222.5,1.552,1.805,54.013,4.296,0.724,0.832,1.912,56.168,-999.25,277.441,-999.25
223,1.552,1.805,53.199,4.304,0.737,0.948,1.907,56.143,-999.25,277.344,-999.25
223.5,1.552,1.805,49.081,4.304,0.731,1.015,1.884,56.075,-999.25,276.592,-999.25
224,1.552,1.805,46.319,4.3,0.806,0.949,1.86,56.046,-999.25,277.269,-999.25
224.5,1.552,1.805,45.711,4.311,0.81,1.146,1.86,56.041,-999.25,277.228,-999.25
225,1.552,1.805,49.055,4.311,0.772,1.074,1.882,56.052,-999.25,277.283,-999.25
225.5,1.552,1.805,51.621,4.311,0.651,0.878,1.907,56.083,-999.25,277.342,-999.25
226,1.552,1.805,53.002,4.289,0.571,0.619,1.912,56.105,-999.25,277.339,-999.25
226.5,1.552,1.805,52.218,4.296,0.551,0.515,1.914,56.128,-999.25,277.481,-999.25
227,1.552,1.805,50.572,4.311,0.582,0.522,1.918,56.141,-999.25,277.298,-999.25
227.5,1.552,1.805,47.954,4.296,0.599,0.542,1.938,56.185,-999.25,277.056,-999.25
228,1.552,1.805,51.124,4.296,0.604,0.503,1.951,56.19,-999.25,276.942,-999.25
228.5,1.552,1.805,53.346,4.304,0.587,0.532,1.958,56.214,187.476,276.695,0.451
229,1.552,1.805,58.931,4.3,0.608,0.573,1.95,56.202,188.058,277.979,0.451
229.5,1.552,1.805,56.745,4.296,0.597,0.623,1.95,56.183,185.498,278.21,0.45
230,1.552,1.805,55.938,4.311,0.593,0.581,1.969,56.176,180.773,277.656,0.447
230.5,1.552,1.805,53.43,4.3,0.566,0.536,1.974,56.132,176.302,278.072,0.444
231,1.552,1.805,52.886,4.304,0.596,0.558,1.976,56.134,173.031,278.114,0.441
