DEPT,AT10,AT90,GR,HCAL,NPHI,NPOR,RHOZ,DTCO,DTSM,DTST,PR
487.5,1.552,1.805,43.499,4.289,0.568,0.538,2.041,56.618,142.151,275.182,0.406
488,1.552,1.805,43.376,4.278,0.536,0.47,1.996,56.278,137.56,275.361,0.399
488.5,1.552,1.805,43.991,4.289,0.562,0.491,1.986,56.154,136.254,276.235,0.398
489,1.552,1.805,43.241,4.289,0.589,0.497,1.974,55.493,143.159,276.761,0.412
489.5,1.552,1.805,42.151,4.289,0.6,0.622,1.962,55.466,144.172,277.847,0.413
490,1.552,1.805,42.849,4.278,0.682,0.617,1.956,55.431,150.104,278.089,0.421
490.5,1.552,1.805,42.207,4.274,0.698,0.641,1.95,55.445,146.524,278.424,0.416
491,1.552,1.805,40.609,4.278,0.704,0.782,1.943,55.414,144.411,278.067,0.414
491.5,1.552,1.805,41.793,4.289,0.649,0.838,1.937,55.442,141.93,277.142,0.41
492,1.552,1.805,41.944,4.289,0.66,0.743,1.93,55.464,139.697,277.118,0.406
492.5,1.552,1.805,42.436,4.274,0.667,0.743,1.927,55.528,139.587,277.887,0.406
493,1.552,1.805,38.821,4.289,0.685,0.745,1.923,55.614,140.559,277.153,0.407
493.5,1.552,1.805,39.189,4.281,0.646,0.733,1.917,55.667,149.444,277.132,0.419
494,1.552,1.805,39.219,4.278,0.637,0.678,1.914,55.818,148.207,277.622,0.417
494.5,1.552,1.805,38.002,4.289,0.597,0.627,1.919,55.901,137.479,277.609,0.401
495,1.552,1.805,39.215,4.289,0.585,0.585,1.931,55.938,128.016,277.005,0.382
495.5,1.552,1.805,43.119,4.278,0.564,0.526,1.944,55.971,130.234,277.549,0.387
496,1.552,1.805,48.51,4.274,0.517,0.474,1.954,55.91,136.989,277.093,0.4
496.5,1.552,1.805,49.262,4.274,0.538,0.42,1.962,55.964,137.412,277.131,0.401
497,1.552,1.805,44.7,4.278,0.564,0.498,1.969,55.904,135.935,277.18,0.398
497.5,1.552,1.805,41.767,4.278,0.596,0.533,1.98,55.953,136.011,277.197,0.398
498,1.552,1.805,37.577,4.296,0.607,0.516,1.988,55.907,137.904,277.138,0.402
498.5,1.552,1.805,39.558,4.281,0.571,0.528,1.985,55.785,138.951,277.156,0.404
499,1.552,1.805,40.664,4.289,0.594,0.489,1.977,55.749,145.433,277.158,0.414
499.5,1.552,1.805,43.134,4.289,0.585,0.57,1.969,55.763,144.527,277.097,0.413
500,1.552,1.805,43.748,4.278,0.61,0.554,1.972,55.788,136.235,277.068,0.399
500.5,1.552,1.805,41.413,4.289,0.565,0.577,1.991,55.727,134.059,276.95,0.396
501,1.552,1.805,40.577,4.278,0.543,0.535,2.012,55.803,131.993,276.892,0.391
501.5,1.552,1.805,40.331,4.281,0.539,0.52,2.017,55.817,134.252,276.716,0.396
502,1.552,1.805,44.263,4.289,0.566,0.516,1.997,55.895,139.327,277.194,0.404
502.5,1.552,1.805,45.1,4.278,0.59,0.552,1.977,55.896,141.204,277.179,0.407
503,1.552,1.805,43.658,4.278,0.576,0.561,1.971,55.866,143.197,276.651,0.41
503.5,1.552,1.805,40.34,4.289,0.558,0.496,1.972,55.78,143.835,276.723,0.411
504,1.552,1.805,40.708,4.278,0.545,0.513,1.972,55.766,142.768,276.81,0.41
504.5,1.552,1.805,41.103,4.289,0.558,0.5,1.992,55.695,140.335,276.947,0.407
505,1.552,1.805,42.578,4.289,0.563,0.582,2.01,55.694,143.717,277.011,0.412
505.5,1.552,1.805,39.997,4.278,0.59,0.554,2.023,55.73,144.725,277.302,0.413
506,1.552,1.805,40.184,4.289,0.559,0.555,2.012,55.82,143.494,277.481,0.411
506.5,1.552,1.805,39.802,4.274,0.575,0.565,1.998,55.879,142.38,277.763,0.409
507,1.552,1.805,42.629,4.266,0.523,0.583,1.985,55.833,140.353,277.881,0.406
507.5,1.552,1.805,43.351,4.289,0.566,0.466,1.972,55.791,136.942,278.288,0.4
508,1.552,1.805,43.289,4.289,0.566,0.503,1.963,55.763,146.248,278.33,0.415
508.5,1.552,1.805,42.06,4.289,0.646,0.493,1.958,55.747,153.127,278.678,0.424
509,1.552,1.805,41.337,4.266,0.651,0.713,1.96,54.752,149.898,278.769,0.423
509.5,1.552,1.805,41.277,4.289,0.607,0.749,1.962,54.71,151.695,278.865,0.425
510,1.552,1.805,41.277,4.281,0.546,0.493,1.967,54.443,157.923,278.906,0.433
510.5,1.552,1.805,37.812,4.289,0.484,0.476,1.969,54.543,159.233,278.777,0.434
511,1.552,1.805,37.444,4.278,0.514,0.446,1.966,54.436,161.085,278.804,0.436
511.5,1.552,1.805,34.863,4.278,0.577,0.47,1.961,54.474,158.924,278.682,0.433
512,1.552,1.805,38.574,4.289,0.651,0.515,1.955,54.532,157.193,278.556,0.432
512.5,1.552,1.805,39.447,4.289,0.698,0.663,1.947,54.712,156.084,278.284,0.43
513,1.552,1.805,40.753,4.266,0.684,0.782,1.938,54.792,156.463,278.15,0.43
513.5,1.552,1.805,41.479,4.289,0.659,0.758,1.932,54.887,154.107,277.916,0.427
514,1.552,1.805,42.072,4.266,0.65,0.695,1.935,54.633,153.482,277.778,0.427
514.5,1.552,1.805,43.347,4.278,0.608,0.697,1.938,54.585,153.468,277.523,0.428
515,1.552,1.805,42.007,4.289,0.634,0.67,1.941,55.526,151.31,277.329,0.422
515.5,1.552,1.805,40.43,4.274,0.606,0.672,1.938,54.605,147.54,277.287,0.421
516,1.552,1.805,40.785,4.289,0.617,0.576,1.936,55.59,145.814,277.199,0.415
516.5,1.552,1.805,41.154,4.274,0.607,0.507,1.933,54.873,143.913,277.129,0.415
517,1.552,1.805,40.158,4.289,0.633,0.549,1.935,55.396,143.431,277.098,0.412
517.5,1.552,1.805,39.435,4.278,0.64,0.629,1.938,55.403,143.926,277.1,0.413
518,1.552,1.805,40.053,4.278,0.6,0.648,1.943,54.063,142.461,277.064,0.416
518.5,1.552,1.805,41.048,4.289,0.613,0.579,1.948,55.396,149.494,277.187,0.42
519,1.552,1.805,40.544,4.289,0.643,0.59,1.955,55.245,151.908,277.273,0.424
519.5,1.552,1.805,39.68,4.281,0.659,0.626,1.963,55.329,152.975,277.362,0.425
520,1.552,1.805,42.875,4.281,0.623,0.729,1.966,55.335,153.68,277.534,0.426
520.5,1.552,1.805,44.486,4.281,0.611,0.682,1.948,55.766,151.669,277.598,0.422
521,1.552,1.805,45.714,4.278,0.647,0.707,1.911,57.442,152.244,276.328,0.417
521.5,1.552,1.805,39.57,4.278,0.731,0.865,1.866,57.729,153.489,275.476,0.418
522,1.552,1.805,34.664,4.274,0.786,0.876,1.842,57.769,153.921,275.257,0.418
522.5,1.552,1.805,26.676,4.278,0.815,0.996,1.86,58.095,152.266,275.404,0.415
523,1.552,1.805,23.727,4.289,0.813,1.219,1.913,57.996,149.342,274.889,0.411
523.5,1.552,1.805,22.857,4.281,0.831,1.177,1.989,58.11,148.052,275.12,0.409
524,1.552,1.805,28.129,4.281,0.833,1.27,2.046,57.287,149.439,275.123,0.414
524.5,1.552,1.805,33.536,4.281,0.905,1.398,2.038,57.479,151.138,275.204,0.415
525,1.552,1.805,36.228,4.278,0.86,1.424,1.998,56.062,151.68,275.074,0.421
525.5,1.552,1.805,36.732,4.278,0.795,1.375,1.973,56.391,147.643,275.707,0.415
526,1.552,1.805,42.139,4.278,0.668,0.809,1.991,55.618,144.44,276.388,0.413
526.5,1.552,1.805,53.233,4.274,0.686,0.666,1.998,55.68,147.953,276.431,0.417
527,1.552,1.805,58.867,4.274,0.717,0.799,1.983,55.508,149.193,277.001,0.42
527.5,1.552,1.805,58.253,4.281,0.721,0.812,1.966,55.707,155.219,277.856,0.426
528,1.552,1.805,52.455,4.266,0.656,0.747,1.962,55.615,156.503,276.027,0.428
528.5,1.552,1.805,50.999,4.278,0.587,0.667,1.963,55.724,148.579,277.261,0.418
529,1.552,1.805,49.401,4.281,0.558,0.533,1.97,55.669,144.129,277.026,0.412
529.5,1.552,1.805,49.893,4.274,0.547,0.502,1.973,55.738,140.07,276.441,0.406
530,1.552,1.805,51.594,4.281,0.576,0.529,1.973,55.841,139.52,277.008,0.405
530.5,1.552,1.805,52.722,4.278,0.591,0.521,1.968,55.854,136.631,277.023,0.4
531,1.552,1.805,51.247,4.281,0.585,0.584,1.97,55.892,135.294,276.794,0.397
531.5,1.552,1.805,48.685,4.274,0.614,0.495,1.975,55.909,135.716,276.858,0.398
532,1.552,1.805,48.893,4.266,0.576,0.577,1.983,55.942,135.575,277.089,0.397
532.5,1.552,1.805,49.507,4.274,0.6,0.572,1.984,55.989,136.061,276.981,0.398
533,1.552,1.805,47.772,4.281,0.552,0.565,1.984,56.002,136.757,277.034,0.399
533.5,1.552,1.805,46.248,4.278,0.568,0.595,1.984,56.027,140.554,277.184,0.406
534,1.552,1.805,46.002,4.266,0.577,0.484,1.987,56.027,147.615,277.23,0.416
534.5,1.552,1.805,46.125,4.278,0.635,0.534,1.984,55.969,148.185,277.415,0.417
535,1.552,1.805,49.264,4.278,0.67,0.666,1.978,55.966,146.673,277.519,0.415
535.5,1.552,1.805,49.878,4.281,0.659,0.638,1.972,55.877,148.206,277.17,0.417
536,1.552,1.805,51.736,4.281,0.671,0.653,1.967,55.865,154.06,277.383,0.424
536.5,1.552,1.805,49.032,4.281,0.644,0.757,1.963,55.754,154.173,277.436,0.425
537,1.552,1.805,50.86,4.281,0.665,0.677,1.956,55.624,157.532,277.724,0.429
537.5,1.552,1.805,52.58,4.281,0.645,0.772,1.952,55.533,154.974,277.796,0.426
538,1.552,1.805,54.915,4.278,0.644,0.718,1.952,53.853,155.579,277.997,0.432
538.5,1.552,1.805,57.283,4.274,0.633,0.653,1.957,53.663,158.06,278.135,0.435
539,1.552,1.805,59.127,4.278,0.613,0.666,1.964,55.297,157.464,278.362,0.43
539.5,1.552,1.805,57.146,4.278,0.612,0.639,1.967,55.288,155.726,278.488,0.428
540,1.552,1.805,53.794,4.289,0.59,0.563,1.966,53.536,155.771,278.684,0.433
540.5,1.552,1.805,52.565,4.274,0.62,0.597,1.964,55.16,157.078,278.955,0.43
541,1.552,1.805,50.981,4.274,0.607,0.592,1.961,55.21,159.391,279.042,0.432
541.5,1.552,1.805,53.702,4.278,0.712,0.618,1.957,54.356,158.447,279.293,0.433
542,1.552,1.805,57.922,4.278,0.659,0.738,1.957,54.303,155.626,279.415,0.431
542.5,1.552,1.805,63.452,4.266,0.728,0.638,1.962,55.016,157.384,279.434,0.43
543,1.552,1.805,62.592,4.289,0.634,0.843,1.966,55.218,156.653,279.37,0.429
543.5,1.552,1.805,58.495,4.281,0.721,0.649,1.968,54.832,157.331,279.745,0.431
544,1.552,1.805,59.004,4.278,0.679,0.829,1.965,55.301,157.11,279.642,0.429
544.5,1.552,1.805,55.071,4.281,0.719,0.717,1.946,55.749,156.142,279.706,0.427
545,1.552,1.805,49.448,4.274,0.682,0.928,1.921,55.606,155.269,279.505,0.426
545.5,1.552,1.805,42.903,4.281,0.694,0.848,1.92,56.018,155.301,279.445,0.425
546,1.552,1.805,45.729,4.266,0.642,0.69,1.946,56.03,154.248,279.317,0.424
546.5,1.552,1.805,50.866,4.278,0.6,0.61,1.974,56.168,151.677,279.278,0.421
547,1.552,1.805,56.758,4.278,0.602,0.535,1.978,56.074,150.245,279.275,0.419
547.5,1.552,1.805,59.462,4.281,0.614,0.506,1.973,55.991,148.035,279.227,0.417
548,1.552,1.805,61.547,4.281,0.616,0.657,1.969,55.96,145.666,279.251,0.413
548.5,1.552,1.805,63.165,4.281,0.605,0.609,1.966,56.205,144.926,279.274,0.411
549,1.552,1.805,65.296,4.278,0.629,0.628,1.964,56.129,146.299,279.227,0.414
549.5,1.552,1.805,65.664,4.281,0.671,0.583,1.962,56.175,147.643,279.246,0.415
550,1.552,1.805,65.418,4.281,0.663,0.743,1.963,55.961,148.621,279.214,0.417
550.5,1.552,1.805,64.366,4.281,0.653,0.712,1.96,56.121,149.462,279.286,0.418
551,1.552,1.805,63.26,4.266,0.635,0.703,1.96,56.158,152.78,279.34,0.422
551.5,1.552,1.805,64.612,4.289,0.622,0.655,1.956,55.463,156.234,279.365,0.428
552,1.552,1.805,63.165,4.278,0.62,0.601,1.954,56.046,158.339,279.41,0.428
552.5,1.552,1.805,66.27,4.274,0.627,0.68,1.951,55.157,161.477,279.422,0.434
553,1.552,1.805,63.198,4.281,0.649,0.611,1.951,55.647,162.24,279.513,0.433
553.5,1.552,1.805,62.583,4.289,0.645,0.639,1.95,56.308,162.367,279.7,0.432
554,1.552,1.805,60.896,4.278,0.614,0.622,1.946,56.161,164.778,279.77,0.434
554.5,1.552,1.805,65.05,4.278,0.618,0.666,1.943,56.707,162.826,279.915,0.431
555,1.552,1.805,68.983,4.266,0.613,0.641,1.945,55.452,161.295,280.036,0.433
555.5,1.552,1.805,70.023,4.274,0.637,0.614,1.946,58.125,160.161,279.347,0.424
556,1.552,1.805,69.368,4.274,0.637,0.665,1.945,57.685,157.429,278.392,0.422
556.5,1.552,1.805,64.084,4.289,0.659,0.662,1.94,57.314,155.855,277.638,0.422
557,1.552,1.805,64.229,4.278,0.72,0.681,1.957,58.374,154.14,276.745,0.416
557.5,1.552,1.805,60.852,4.274,0.725,0.76,1.995,57.472,152.947,276.393,0.418
558,1.552,1.805,59.606,4.281,0.711,0.821,2.049,57.124,152.709,276.227,0.419
558.5,1.552,1.805,54.338,4.278,0.619,0.761,2.083,57.152,151.902,276.582,0.418
559,1.552,1.805,51.635,4.289,0.584,0.594,2.074,56.916,151.68,276.685,0.418
559.5,1.552,1.805,53.353,4.289,0.588,0.579,2.037,56.526,153.018,276.879,0.421
560,1.552,1.805,57.063,4.278,0.624,0.605,1.996,56.224,153.537,276.843,0.423
560.5,1.552,1.805,58.151,4.278,0.654,0.649,1.98,55.443,154.334,277.777,0.426
561,1.552,1.805,56.941,4.274,0.636,0.654,1.977,54.515,154.687,278.239,0.429
561.5,1.552,1.805,55.14,4.266,0.618,0.653,1.98,55.06,155.305,279.378,0.428
562,1.552,1.805,55.943,4.278,0.597,0.63,1.988,53.677,155.753,280.087,0.433
562.5,1.552,1.805,56.681,4.278,0.636,0.554,1.995,53.789,156.238,278.134,0.433
563,1.552,1.805,55.821,4.281,0.675,0.656,1.993,53.725,157.318,279.434,0.434
563.5,1.552,1.805,55.896,4.278,0.764,0.72,1.985,53.901,157.79,279.456,0.434
564,1.552,1.805,54.724,4.281,0.732,1.006,1.977,54.019,157.624,278.242,0.433
564.5,1.552,1.805,56.831,4.274,0.709,0.895,1.974,54.58,156.951,279.476,0.431
565,1.552,1.805,60.863,4.278,0.659,0.826,1.973,54.038,156.078,279.464,0.432
565.5,1.552,1.805,67.711,4.274,0.654,0.727,1.968,55.34,155.177,279.389,0.427
566,1.552,1.805,73.979,4.281,0.688,0.675,1.963,53.615,153.906,279.432,0.431
566.5,1.552,1.805,75.929,4.278,0.68,0.762,1.96,53.664,153.154,279.356,0.43
567,1.552,1.805,74.801,4.278,0.705,0.711,1.962,53.645,151.965,279.395,0.429
567.5,1.552,1.805,70.723,4.278,0.697,0.841,1.968,53.886,151.288,279.396,0.427
568,1.552,1.805,64.125,4.281,0.696,0.85,1.969,53.436,152.052,279.347,0.43
568.5,1.552,1.805,63.674,4.274,0.706,0.8,1.97,53.7,152.806,279.382,0.43
569,1.552,1.805,60.973,4.278,0.674,0.837,1.971,53.47,153.37,279.425,0.431
569.5,1.552,1.805,60.604,4.266,0.672,0.761,1.971,54.102,153.337,279.356,0.429
570,1.552,1.805,58.629,4.281,0.681,0.76,1.969,54.316,153.478,279.372,0.428
570.5,1.552,1.805,63.318,4.289,0.727,0.732,1.963,53.957,152.005,279.307,0.428
571,1.552,1.805,66.369,4.281,0.742,0.958,1.96,54.687,151.628,279.188,0.425
571.5,1.552,1.805,67.445,4.274,0.722,0.952,1.954,55.059,150.843,279.129,0.423
572,1.552,1.805,62.349,4.289,0.665,0.812,1.949,55.281,150.75,278.887,0.422
572.5,1.552,1.805,62.472,4.289,0.633,0.739,1.949,55.763,147.977,278.774,0.417
573,1.552,1.805,60.014,4.281,0.62,0.654,1.953,54.583,147.595,278.546,0.421
573.5,1.552,1.805,57.907,4.281,0.632,0.668,1.957,55.36,143.295,278.45,0.412
574,1.552,1.805,54.733,4.278,0.626,0.626,1.957,54.013,143.818,278.336,0.418
574.5,1.552,1.805,53.609,4.266,0.612,0.582,1.958,54.21,144.147,278.303,0.418
575,1.552,1.805,55.453,4.281,0.687,0.579,1.959,53.865,144.622,278.243,0.419
575.5,1.552,1.805,52.257,4.278,0.706,0.67,1.958,54.084,143.167,278.267,0.417
576,1.552,1.805,53.382,4.281,0.71,0.83,1.954,55.515,143.639,278.193,0.412
576.5,1.552,1.805,50.73,4.289,0.687,0.797,1.954,53.875,145.786,278.233,0.421
577,1.552,1.805,52.819,4.266,0.702,0.773,1.955,55.466,147.216,278.202,0.417
577.5,1.552,1.805,49.444,4.274,0.68,0.886,1.955,55.576,144.292,278.175,0.413
578,1.552,1.805,49.712,4.278,0.639,0.728,1.953,55.552,143.192,278.01,0.411
578.5,1.552,1.805,50.573,4.289,0.627,0.621,1.949,55.559,145.217,277.959,0.414
579,1.552,1.805,51.244,4.266,0.656,0.649,1.946,55.538,139.892,277.82,0.406
579.5,1.552,1.805,51.502,4.266,0.644,0.67,1.944,55.536,139.426,277.747,0.406
580,1.552,1.805,53.591,4.278,0.632,0.634,1.944,55.566,137.639,277.785,0.403
580.5,1.552,1.805,54.083,4.289,0.654,0.631,1.951,55.56,139.642,278.021,0.406
581,1.552,1.805,51.244,4.289,0.665,0.71,1.961,55.528,144.392,277.913,0.413
581.5,1.552,1.805,49.105,4.274,0.639,0.717,1.964,55.619,142.937,278.294,0.411
582,1.552,1.805,52.054,4.266,0.625,0.623,1.956,55.662,136.745,278.329,0.401
582.5,1.552,1.805,55.864,4.278,0.669,0.658,1.946,55.711,139.485,278.303,0.405
583,1.552,1.805,55.469,4.281,0.71,0.773,1.94,55.748,146.621,278.303,0.416
583.5,1.552,1.805,54.978,4.274,0.735,0.842,1.935,55.645,151.03,278.231,0.421
584,1.552,1.805,57.067,4.266,0.702,0.84,1.941,55.708,151.892,278.184,0.422
584.5,1.552,1.805,57.856,4.274,0.687,0.847,1.948,55.637,153.261,278.222,0.424
585,1.552,1.805,54.538,4.278,0.651,0.777,1.958,55.602,152.233,278.172,0.423
585.5,1.552,1.805,51.712,4.278,0.633,0.63,1.958,55.509,151.57,278.054,0.423
586,1.552,1.805,50.507,4.289,0.625,0.674,1.96,55.456,151.51,277.963,0.423
586.5,1.552,1.805,55.466,4.274,0.634,0.623,1.96,55.478,148.265,277.797,0.419
587,1.552,1.805,53.991,4.278,0.666,0.655,1.962,55.461,146.002,277.766,0.416
587.5,1.552,1.805,57.064,4.266,0.66,0.742,1.963,55.504,147.37,277.701,0.417
588,1.552,1.805,54.194,4.278,0.669,0.684,1.963,55.529,147.525,277.664,0.417
588.5,1.552,1.805,53.319,4.278,0.612,0.723,1.963,55.544,147.277,277.653,0.417
589,1.552,1.805,47.256,4.281,0.607,0.599,1.96,55.622,145.536,277.563,0.414
589.5,1.552,1.805,47.011,4.274,0.621,0.568,1.961,55.614,144.132,277.482,0.413
590,1.552,1.805,52.187,4.289,0.674,0.605,1.965,55.688,143.199,277.497,0.411
590.5,1.552,1.805,58.749,4.278,0.668,0.785,1.967,55.73,145.142,277.446,0.414
591,1.552,1.805,57.643,4.281,0.611,0.7,1.966,55.782,150.231,277.502,0.42
591.5,1.552,1.805,56.292,4.278,0.539,0.548,1.96,55.78,151.593,277.618,0.422
592,1.552,1.805,54.45,4.278,0.554,0.494,1.956,55.784,151.472,277.744,0.422
592.5,1.552,1.805,53.713,4.281,0.58,0.499,1.956,55.798,148.239,277.8,0.417
593,1.552,1.805,54.45,4.266,0.693,0.552,1.962,55.959,149.866,277.875,0.419
593.5,1.552,1.805,54.187,4.289,0.729,0.712,1.966,55.897,151.402,277.711,0.421
594,1.552,1.805,55.047,4.274,0.839,0.904,1.969,56.327,152.594,276.808,0.421
594.5,1.552,1.805,53.695,4.278,0.759,1.261,1.969,57.21,152.805,275.348,0.418
595,1.552,1.805,50.406,4.278,0.738,0.903,1.974,57.741,152.619,275.263,0.416
595.5,1.552,1.805,51.267,4.281,0.621,0.846,2.01,57.673,151.379,275.003,0.415
596,1.552,1.805,50.161,4.289,0.626,0.612,2.055,57.662,144.042,274.646,0.405
596.5,1.552,1.805,51.982,4.281,0.625,0.644,2.119,57.702,137.029,274.329,0.392
597,1.552,1.805,55.746,4.281,0.609,0.673,2.12,57.414,123.957,274.567,0.363
597.5,1.552,1.805,69.018,4.278,0.536,0.548,2.092,57.511,123.564,274.848,0.362
598,1.552,1.805,91.384,4.289,0.499,0.38,2.045,56.687,122.085,275.167,0.363
598.5,1.552,1.805,113.549,4.274,0.503,0.4,2.028,56.865,121.41,275.104,0.359
599,1.552,1.805,109.761,4.274,0.57,0.475,2.022,55.941,123.279,275.694,0.37
599.5,1.552,1.805,91.45,4.281,0.592,0.595,2.012,56.221,129.224,274.741,0.383
600,1.552,1.805,67.312,4.278,0.579,0.57,2.005,55.817,130.6,277.035,0.388
600.5,1.552,1.805,60.163,4.266,0.571,0.533,2.008,55.523,131.577,277.192,0.392
601,1.552,1.805,55.985,4.266,0.549,0.523,2.012,54.697,135.819,276.441,0.403
601.5,1.552,1.805,53.88,4.278,0.57,0.507,2.016,54.703,142.398,277.453,0.413
602,1.552,1.805,51.3,4.278,0.636,0.528,2.015,54.271,143.407,276.921,0.416
602.5,1.552,1.805,50.439,4.289,0.655,0.661,2.013,54.282,144.786,277.256,0.418
603,1.552,1.805,50.176,4.266,0.71,0.66,2.009,54.157,148.271,277.463,0.423
603.5,1.552,1.805,48.825,4.266,0.644,0.82,2,53.887,149.632,277.785,0.425
604,1.552,1.805,50.176,4.274,0.678,0.705,1.99,53.943,151.092,277.976,0.427
604.5,1.552,1.805,51.122,4.278,0.695,0.786,1.982,53.961,152.315,278.421,0.428
605,1.552,1.805,57.389,4.266,0.702,0.827,1.978,53.936,152.114,278.572,0.428
605.5,1.552,1.805,60.707,4.281,0.642,0.764,1.973,53.789,152.521,278.813,0.429
606,1.552,1.805,69.628,4.281,0.59,0.689,1.972,54.144,152.594,279.034,0.428
606.5,1.552,1.805,71.349,4.289,0.572,0.549,1.976,54.056,152.008,279.071,0.428
607,1.552,1.805,72.086,4.266,0.581,0.559,1.982,53.839,153.296,279.159,0.43
607.5,1.552,1.805,65.903,4.274,0.57,0.547,1.985,53.904,154.416,279.177,0.431
608,1.552,1.805,61.329,4.281,0.595,0.456,1.984,53.93,155.254,279.256,0.431
608.5,1.552,1.805,57.208,4.278,0.633,0.575,1.985,53.736,155.451,279.2,0.432
609,1.552,1.805,54.592,4.278,0.643,0.682,1.974,55.632,155.944,279.135,0.427
609.5,1.552,1.805,55.356,4.281,0.663,0.728,1.982,54.12,157.097,279.133,0.433
610,1.552,1.805,62.157,4.278,0.627,0.666,1.983,54.234,156.879,279.191,0.432
610.5,1.552,1.805,67.824,4.278,0.661,0.632,1.993,54.394,156.603,279.268,0.431
611,1.552,1.805,71.634,4.274,0.649,0.772,1.981,55.975,156.925,279.468,0.427
611.5,1.552,1.805,71.412,4.274,0.691,0.75,1.976,56.046,156.402,279.552,0.426
612,1.552,1.805,69.15,4.289,0.658,0.726,1.983,55.018,155.312,279.567,0.428
612.5,1.552,1.805,66.455,4.289,0.643,0.677,1.999,56.132,153.326,279.596,0.423
613,1.552,1.805,64.612,4.278,0.625,0.679,2.016,56.028,148.593,279.441,0.417
613.5,1.552,1.805,65.017,4.289,0.649,0.6,2.006,56.015,142.942,279.306,0.409
614,1.552,1.805,65.131,4.266,0.66,0.697,2.015,55.823,140.203,279.131,0.406
614.5,1.552,1.805,64.025,4.278,0.688,0.706,2.005,55.617,139.797,279.061,0.406
615,1.552,1.805,63.883,4.278,0.639,0.757,2.009,55.581,141.759,278.875,0.409
615.5,1.552,1.805,62.777,4.266,0.621,0.603,1.988,55.563,139.463,278.829,0.406
616,1.552,1.805,61.671,4.281,0.583,0.576,1.999,55.463,136.468,278.713,0.401
616.5,1.552,1.805,60.619,4.281,0.587,0.569,2.009,55.496,131.077,278.733,0.391
617,1.552,1.805,60.987,4.289,0.595,0.521,2.014,55.487,129.827,278.852,0.388
617.5,1.552,1.805,59.144,4.278,0.568,0.561,2.005,55.563,132.372,278.974,0.393
618,1.552,1.805,57.302,4.274,0.536,0.536,2.007,55.606,134.328,279.127,0.397
618.5,1.552,1.805,55.09,4.266,0.519,0.444,2.014,55.66,140.068,279.19,0.406
619,1.552,1.805,55.582,4.289,0.537,0.485,2.012,55.692,143.574,279.257,0.411
619.5,1.552,1.805,54.135,4.281,0.547,0.512,2.005,55.735,141.509,279.227,0.408
620,1.552,1.805,54.381,4.289,0.518,0.483,1.999,55.766,140.5,278.091,0.406
620.5,1.552,1.805,54.626,4.274,0.516,0.465,2.002,55.755,144.857,278.681,0.413
621,1.552,1.805,56.994,4.281,0.515,0.433,2.01,55.785,144.46,278.148,0.412
621.5,1.552,1.805,57.363,4.278,0.554,0.472,2.016,55.693,144.315,278.129,0.413
622,1.552,1.805,56.626,4.266,0.578,0.524,2.018,55.789,144.156,278.006,0.412
622.5,1.552,1.805,55.31,4.289,0.597,0.53,2.014,55.673,143.631,277.93,0.412
623,1.552,1.805,53.098,4.281,0.577,0.536,2.006,55.656,142.462,278.008,0.41
623.5,1.552,1.805,53.098,4.278,0.582,0.544,1.994,55.637,141.598,278.279,0.409
624,1.552,1.805,52.328,4.274,0.613,0.622,1.987,55.609,143.457,278.539,0.412
624.5,1.552,1.805,54.644,4.274,0.658,0.644,1.983,55.575,144.088,278.995,0.413
625,1.552,1.805,57.651,4.266,0.623,0.59,1.985,53.451,150.102,279.227,0.427
625.5,1.552,1.805,58.042,4.289,0.654,0.623,1.985,55.595,149.414,279.511,0.42
626,1.552,1.805,58.165,4.278,0.677,0.644,1.984,54.145,147.807,279.554,0.423
626.5,1.552,1.805,57.493,4.274,0.678,0.741,1.983,55.679,145.834,279.27,0.415
627,1.552,1.805,59.473,4.274,0.635,0.723,1.977,54.686,143.808,279.137,0.415
627.5,1.552,1.805,59.983,4.278,0.611,0.637,1.973,55.696,142.864,278.94,0.41
628,1.552,1.805,60.331,4.274,0.652,0.613,1.971,54.844,142.959,278.569,0.414
628.5,1.552,1.805,62.57,4.266,0.673,0.683,1.979,55.688,144.496,278.399,0.413
629,1.552,1.805,62.447,4.281,0.684,0.726,1.986,55.737,144.188,278.187,0.412
629.5,1.552,1.805,57.92,4.274,0.644,0.736,1.983,55.293,146.146,278.11,0.416
630,1.552,1.805,54.76,4.278,0.652,0.667,1.974,55.703,146.614,277.977,0.416
630.5,1.552,1.805,58.055,4.281,0.644,0.691,1.966,55.711,149.963,277.986,0.42
631,1.552,1.805,62.379,4.274,0.706,0.758,1.964,55.694,150.584,278.001,0.421
631.5,1.552,1.805,64.885,4.266,0.641,0.794,1.963,55.674,152.233,278.013,0.423
632,1.552,1.805,59.115,4.281,0.632,0.616,1.962,55.229,151.448,278.149,0.423
632.5,1.552,1.805,57.741,4.278,0.615,0.645,1.959,53.956,149.427,277.996,0.425
633,1.552,1.805,54.708,4.278,0.697,0.609,1.956,56.917,149.022,275.879,0.415
633.5,1.552,1.805,56.937,4.274,0.687,0.813,1.955,55.447,148.283,275.304,0.419
634,1.552,1.805,60.6,4.281,0.71,0.739,1.957,54.996,144.966,275.333,0.416
634.5,1.552,1.805,55.646,4.278,0.655,0.772,1.993,55.738,144.014,274.78,0.412
635,1.552,1.805,49.486,4.278,0.646,0.653,2.036,55.974,143.088,274.608,0.41
